Firmware,Interface,Engine,TMAP_V,AvgIgn,DWP,MethTriggerMode,FF,MethSafeMode,MethAdd,MethScale,MethPSI,VIN,E85_Setup,VFF_Offset,,fuel_30,fuel_35,fuel_40,fuel_45,fuel_50,fuel_55,fuel_60,fuel_65,fuel_70
21/13//5,JB4 Android A328,OBDII / All Other,1.63,0.0,0,0,0,1,25,90,3.0,5LC9J6023377,NONE,150,,90,90,90,90,90,90,90,90,90
BoostSafety,PID Gain,AutoShiftRed,Fuel_OL,FUA,1st_limiter,2nd_limiter,3rd_limiter,Options,N20_TMAP,6CylMode,LastSafety,,duty_15,duty_20,duty_25,duty_30,duty_35,duty_40,duty_45,duty_50,duty_55,duty_60,duty_65,duty_70
25.0,0,0,0,0,0.0,0.0,0.0,0_6_7_ON,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
timestamp,rpm,ecu_psi,target,boost,pedal,iat,fuelen,wgdc,throttle,fp_h,ign_1,avg_ign,calc_torque,trims,dme_bt,meth,fp_l,afr,gear,ff,load,clock,map,afr2,ign_2,ign_3,ign_4,ign_5,ign_6,oilf,waterf,transf,e85,boost2,trims2,mph
0.00,1874,2.1,0.0,1.3,100,75,0,0,78,11,14.0,6.8,0,33.0,0.0,0,0,13.8,2,0,14.0,5,6,13.7,15.8,17.3,15.8,17.3,15.8,0,150,73,0,1.4,33.0,22
3.50,2302,2.8,0.0,2.0,100,75,0,0,83,11,11.5,6.5,0,34.0,0.0,0,0,13.8,2,0,14.0,5,6,13.7,12.0,12.8,12.0,12.8,12.0,0,150,73,0,2.0,33.0,22
5.25,2763,8.6,0.0,6.2,100,75,0,0,89,11,11.5,5.6,0,30.0,0.0,0,0,13.0,2,0,13.6,5,6,13.1,12.0,12.8,12.0,12.8,12.0,0,150,73,0,6.2,32.0,24
7.75,3072,15.0,0.0,11.2,100,75,0,0,94,11,6.0,4.3,0,31.0,0.0,0,0,13.0,2,0,13.6,5,6,13.1,7.5,7.5,7.5,7.5,7.5,0,150,73,0,11.4,32.0,24
8.75,3289,17.5,0.0,14.2,100,75,0,0,94,11,3.5,4.0,0,31.0,0.0,0,0,12.7,2,0,13.4,5,6,12.8,7.5,7.5,7.5,7.5,7.5,0,150,73,0,14.2,33.0,26
11.00,3602,17.6,0.0,17.0,100,75,0,0,96,11,4.0,4.0,0,33.0,0.0,0,0,12.6,2,0,13.2,5,6,12.4,4.5,5.3,3.0,3.8,4.5,0,150,73,0,16.9,33.0,28
13.00,3878,17.2,0.0,17.5,100,75,0,0,98,11,6.5,4.1,0,33.0,0.0,0,0,12.1,2,0,13.0,5,6,12.0,4.5,5.3,3.0,3.8,4.5,0,150,73,0,17.3,32.0,32
14.75,4199,18.0,0.0,17.6,100,75,0,0,98,11,8.5,4.1,0,33.0,0.0,0,0,12.0,2,0,12.8,5,6,11.9,8.3,9.0,6.8,7.5,8.3,0,150,71,0,17.5,32.0,33
15.25,4313,17.7,0.0,17.3,100,75,0,0,99,11,9.5,4.0,0,31.0,0.0,0,0,11.9,2,0,12.6,6,6,11.8,8.3,9.0,6.8,7.5,8.3,0,150,71,0,17.5,31.0,36
19.25,4695,17.8,0.0,17.3,100,75,0,0,99,11,10.5,4.2,0,30.0,0.0,0,0,11.9,2,0,12.5,6,6,11.9,10.5,10.5,9.0,10.5,10.5,0,150,71,0,17.5,31.0,38
20.50,4913,16.9,0.0,16.9,100,75,0,0,99,11,11.5,4.2,0,30.0,0.0,0,0,11.9,2,0,12.4,6,6,11.7,10.5,10.5,9.0,10.5,10.5,0,152,71,0,16.5,29.0,41
22.50,5192,16.6,0.0,16.6,100,75,0,0,99,11,11.5,4.3,0,30.0,0.0,0,0,12.0,2,0,12.3,6,6,11.8,12.0,12.0,9.8,12.0,11.3,0,152,71,0,16.2,29.0,43
24.25,5378,15.7,0.0,16.0,100,75,0,0,99,11,12.0,4.0,0,27.0,0.0,0,0,11.8,2,0,12.2,6,6,11.7,12.0,12.0,9.8,12.0,11.3,0,152,71,0,15.3,27.0,46
26.75,5684,14.9,0.0,15.5,100,75,0,0,99,11,12.5,4.4,0,27.0,0.0,0,0,11.9,2,0,12.1,4,6,12.0,12.8,12.8,11.3,12.8,12.8,0,152,71,0,15.0,27.0,47
28.75,5847,14.8,0.0,15.3,100,75,0,0,99,12,13.5,4.5,0,28.0,0.0,0,0,12.0,2,0,12.1,4,6,12.1,12.8,12.8,11.3,12.8,12.8,0,152,71,0,14.8,27.0,50
30.50,6060,15.4,0.0,14.9,100,75,0,0,99,12,14.0,4.7,0,28.0,0.0,0,0,12.1,3,0,12.1,4,6,12.0,14.3,14.3,14.3,14.3,14.3,0,152,71,0,14.5,27.0,52
32.00,6235,13.1,0.0,14.2,100,75,0,0,99,12,15.5,4.6,0,28.0,0.0,0,0,12.0,3,0,12.1,4,6,12.0,14.3,14.3,14.3,14.3,14.3,0,154,71,0,13.8,27.0,54
34.25,5396,15.5,0.0,15.3,100,75,0,0,99,12,2.0,4.1,0,29.0,0.0,0,0,12.1,3,0,12.1,4,6,12.1,5.3,5.3,5.3,5.3,5.3,0,154,71,0,15.3,27.0,55
35.25,4626,18.6,0.0,17.2,100,75,0,0,99,11,10.5,3.7,0,29.0,0.0,0,0,12.1,3,0,12.1,6,6,12.0,5.3,5.3,5.3,5.3,5.3,0,154,71,0,17.2,29.0,57
37.75,4671,16.6,0.0,17.0,100,75,0,0,99,11,10.5,4.3,0,29.0,0.0,0,0,12.1,3,0,12.1,6,6,12.0,5.3,5.3,5.3,5.3,5.3,0,154,71,0,17.0,28.0,59
39.50,4784,16.3,0.0,17.0,100,75,0,0,99,11,11.0,4.3,0,28.0,0.0,0,0,12.1,3,0,12.1,6,6,11.9,10.5,10.5,9.0,10.5,10.5,0,156,73,0,17.5,27.0,60
42.00,4875,16.4,0.0,16.5,100,75,0,0,99,11,11.0,4.3,0,28.0,0.0,0,0,12.2,3,0,12.1,6,6,11.9,11.3,11.3,9.0,11.3,11.3,0,156,73,0,16.5,27.0,62
43.00,4965,15.8,0.0,16.3,100,75,0,0,99,11,11.5,4.3,0,28.0,0.0,0,0,12.2,3,0,12.1,6,6,12.0,11.3,11.3,9.0,11.3,11.3,0,156,73,0,16.3,27.0,63
45.25,5092,16.3,0.0,16.3,100,75,0,0,99,11,11.5,4.3,0,27.0,0.0,0,0,11.9,3,0,12.1,5,6,11.9,12.0,12.0,9.8,12.0,12.0,0,156,73,0,16.2,26.0,67
46.75,5166,15.8,0.0,16.3,100,75,0,0,99,11,11.0,4.2,0,27.0,0.0,0,0,11.9,3,0,12.1,5,6,11.9,12.0,12.0,9.8,12.0,12.0,0,156,73,0,16.0,26.0,67
48.00,5300,16.1,0.0,16.2,100,75,0,0,99,11,11.5,4.5,0,27.0,0.0,0,0,12.0,3,0,12.1,5,6,12.0,12.0,12.0,9.8,12.0,11.3,0,156,73,0,16.0,26.0,68
50.00,5383,16.5,0.0,15.9,100,75,0,0,99,11,12.5,4.2,0,26.0,0.0,0,0,11.9,3,0,12.0,5,6,11.9,12.0,12.0,9.8,12.0,11.3,0,156,73,0,15.6,25.0,70
52.75,5546,15.3,0.0,15.6,16,75,0,50,99,11,12.0,4.3,0,26.0,0.0,0,0,12.0,3,0,12.0,5,6,12.0,12.8,12.8,10.5,12.8,12.0,0,158,73,0,15.3,25.0,70
54.25,5507,0.0,0.0,6.8,0,75,0,50,29,10,8.5,4.4,0,24.0,0.0,0,0,12.2,3,0,12.1,5,6,12.0,12.8,12.8,10.5,12.8,12.0,0,158,73,0,14.6,26.0,72
57.25,5530,0.0,0.0,0.9,0,75,0,50,23,7,21.5,6.5,0,25.0,0.0,0,0,13.1,3,0,12.1,6,6,11.4,42.8,43.5,42.8,43.5,42.8,0,158,73,0,7.5,23.0,73
58.00,5414,0.0,0.0,0.4,0,75,0,50,23,3,20.0,6.7,0,25.0,0.0,0,0,13.1,3,0,12.1,6,6,14.1,42.8,43.5,42.8,43.5,42.8,0,159,73,0,5.3,25.0,72
61.00,5221,0.0,0.0,0.0,0,75,0,50,25,3,18.5,6.9,0,25.0,0.0,0,0,25.5,3,0,14.8,6,6,25.5,19.5,19.5,19.5,19.5,19.5,0,159,73,0,1.7,25.0,70
62.50,5173,0.0,3.7,0.0,0,77,0,50,25,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,16.9,6,6,25.5,19.5,19.5,19.5,19.5,19.5,0,161,73,0,1.0,25.0,68
63.75,5048,0.0,3.7,0.0,0,77,0,50,25,3,19.0,7.0,0,25.0,0.0,0,0,25.5,3,0,18.6,6,6,25.5,19.5,19.5,19.5,19.5,19.5,0,161,73,0,0.9,25.0,67
64.75,4942,0.0,3.5,0.0,0,77,0,50,24,3,19.0,7.0,0,25.0,0.0,0,0,25.5,3,0,20.0,6,6,25.5,19.5,19.5,19.5,19.5,19.5,0,161,73,0,0.7,25.0,64
67.00,4894,0.0,3.5,0.0,0,77,0,50,24,3,19.0,7.0,0,25.0,0.0,0,0,25.5,3,0,21.1,5,6,25.5,18.8,18.8,18.8,18.8,18.8,0,161,75,0,0.4,25.0,63
67.50,4793,0.0,3.5,0.0,0,77,0,50,24,3,19.0,7.0,0,25.0,0.0,0,0,25.5,3,0,22.0,5,6,25.5,18.8,18.8,18.8,18.8,18.8,0,161,75,0,0.4,25.0,63
69.50,4508,0.0,3.5,0.0,0,77,0,50,24,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,22.7,5,6,25.5,18.8,18.8,18.8,18.8,18.8,0,161,75,0,0.4,25.0,62
71.00,4487,0.0,3.4,0.0,0,77,0,50,23,3,19.5,7.0,0,25.0,0.0,0,0,25.5,3,0,23.3,5,6,25.5,18.8,18.8,18.8,18.8,18.8,0,161,75,0,0.4,25.0,59
73.25,4459,0.0,3.5,0.0,0,77,0,50,23,3,19.5,7.1,0,25.0,0.0,0,0,25.5,3,0,23.7,5,6,25.5,19.5,19.5,19.5,19.5,19.5,0,161,75,0,0.3,25.0,60
74.25,4382,0.0,3.4,0.0,0,77,0,50,23,3,18.5,7.1,0,25.0,0.0,0,0,25.5,3,0,24.1,5,6,25.5,19.5,19.5,19.5,19.5,19.5,0,163,75,0,0.3,25.0,58
75.25,4326,0.0,3.3,0.0,0,77,0,50,23,3,19.5,7.1,0,25.0,0.0,0,0,25.5,3,0,24.3,7,6,25.5,19.5,19.5,19.5,19.5,19.5,0,163,75,0,0.3,25.0,57
77.50,4230,0.0,3.3,0.0,0,77,0,50,23,3,18.5,7.1,0,25.0,0.0,0,0,25.5,3,0,24.6,7,6,25.5,19.5,19.5,19.5,19.5,19.5,0,163,75,0,0.3,25.0,56
79.50,4161,0.0,3.1,0.0,0,77,0,50,23,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,24.9,7,6,25.5,19.5,19.5,19.5,19.5,19.5,0,163,75,0,0.7,25.0,55
80.00,4119,0.0,3.1,0.0,0,77,0,50,23,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,24.9,7,6,25.5,19.5,19.5,19.5,19.5,19.5,0,163,75,0,0.7,25.0,55
82.25,4027,0.0,3.0,0.0,0,77,0,50,22,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.0,7,6,25.5,18.8,18.8,18.8,18.8,18.8,0,165,75,0,0.9,25.0,54
83.25,3968,0.0,3.0,0.0,0,77,0,50,22,3,18.5,6.9,0,25.0,0.0,0,0,25.5,3,0,25.1,7,6,25.5,18.8,18.8,18.8,18.8,18.8,0,165,75,0,0.9,25.0,53
84.75,3890,0.0,3.0,0.0,0,77,0,50,22,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.2,7,6,25.5,18.8,18.8,18.8,18.8,18.8,0,165,75,0,0.9,25.0,52
85.25,3835,0.0,3.0,0.0,0,77,0,50,22,3,17.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.3,7,6,25.5,18.8,18.8,18.8,18.8,18.8,0,165,75,0,0.7,25.0,50
88.00,3799,0.0,3.0,0.0,0,77,0,50,21,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.3,7,6,25.5,18.8,18.8,18.8,18.8,18.8,0,165,75,0,0.7,25.0,50
89.50,3785,0.0,3.0,0.0,0,77,0,50,21,3,18.0,7.0,0,25.0,0.0,0,0,25.5,3,0,25.3,7,6,25.5,18.8,18.8,18.8,18.8,18.8,0,165,75,0,0.7,25.0,50
90.75,3746,0.0,3.0,0.0,0,77,0,50,21,3,18.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.4,7,6,25.5,18.8,18.0,18.8,18.0,18.8,0,165,75,0,0.7,25.0,50
92.25,3710,0.0,3.0,0.0,0,77,0,50,21,3,18.0,7.0,0,25.0,0.0,0,0,25.5,3,0,25.4,7,6,25.5,18.8,18.0,18.8,18.0,18.8,0,167,75,0,0.7,25.0,50
94.25,3652,0.0,3.0,0.0,0,77,0,50,21,3,17.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.4,7,6,25.5,18.0,18.0,18.0,18.0,18.0,0,167,75,0,0.7,25.0,50
94.75,3629,0.0,3.0,0.0,0,77,0,50,21,3,17.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.4,7,6,25.5,18.0,18.0,18.0,18.0,18.0,0,167,75,0,0.7,25.0,49
95.25,3596,0.0,3.0,0.0,0,77,0,50,21,3,17.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.4,6,6,25.5,18.0,18.0,18.0,18.0,18.0,0,167,75,0,0.7,25.0,49
98.00,3576,0.0,3.0,0.0,0,77,0,50,21,3,17.5,7.0,0,25.0,0.0,0,0,25.5,3,0,25.5,6,6,25.5,18.0,18.0,18.0,18.0,18.0,0,167,75,0,0.6,25.0,49
100.00,3553,0.0,3.0,0.0,0,77,0,50,21,3,18.0,7.0,0,25.0,0.0,0,0,25.5,3,0,25.5,6,6,25.5,18.0,18.0,18.0,18.0,18.0,0,167,75,0,0.6,25.0,49
100.25,3532,0.0,3.0,0.0,0,77,0,50,21,3,17.0,7.0,0,25.0,0.0,0,0,25.5,3,0,25.5,6,6,25.5,18.0,18.0,18.0,18.0,18.0,0,167,75,0,0.6,25.0,48
101.25,999,0.0,4.0,0.0,100,78,0,0,64,4,13.5,7.4,0,22.0,0.0,0,0,14.3,1,0,14.5,7,6,14.7,11.3,15.0,11.3,15.0,11.3,0,181,86,0,0.0,22.0,0
104.25,1717,0.0,3.5,0.0,100,78,0,0,74,7,15.5,7.3,0,20.0,0.0,0,0,13.9,1,0,14.4,6,6,14.6,11.3,15.0,11.3,15.0,11.3,0,181,86,0,0.0,22.0,0
105.75,1998,0.3,3.0,0.0,100,78,0,0,80,10,16.5,7.0,0,24.0,0.0,0,0,13.9,1,0,14.4,6,6,14.5,11.3,15.0,11.3,15.0,11.3,0,183,86,0,0.0,25.0,0
108.75,2159,2.6,3.0,1.6,100,78,0,0,82,11,12.0,6.6,0,29.0,0.0,0,0,14.3,1,0,14.4,6,6,14.1,15.0,15.0,15.0,15.0,15.0,0,183,86,0,1.6,29.0,4
109.75,2283,3.4,3.0,2.4,100,78,0,0,82,11,10.0,6.4,0,29.0,0.0,0,0,13.6,1,0,14.2,6,6,13.4,15.0,15.0,15.0,15.0,15.0,0,183,86,0,2.4,29.0,6
112.00,2623,7.0,3.0,6.0,100,78,0,0,87,11,9.5,5.7,0,29.0,0.0,100,0,13.2,1,0,14.0,6,6,13.1,9.8,9.8,9.8,9.8,9.8,0,183,86,0,5.8,29.0,9
114.00,2960,8.9,3.0,9.8,100,78,0,0,92,11,11.0,4.7,0,30.0,0.0,100,0,13.0,1,0,13.8,6,6,13.1,9.8,9.8,9.8,9.8,9.8,0,183,86,0,9.8,30.0,11
116.25,3505,18.1,3.0,18.2,100,78,0,0,96,11,7.5,3.4,0,36.0,0.0,100,0,13.0,1,0,13.7,5,6,13.8,10.5,10.5,10.5,10.5,10.5,0,183,86,0,18.0,37.0,15
117.25,4073,16.2,3.1,19.2,100,78,0,0,96,11,7.5,3.6,0,36.0,0.0,100,0,13.0,1,0,13.7,5,6,12.8,10.5,10.5,10.5,10.5,10.5,0,183,86,0,19.2,38.0,17
120.00,4637,16.8,3.5,19.6,100,78,0,0,99,11,11.0,3.6,0,34.0,0.0,100,0,11.9,1,0,13.3,5,6,11.7,9.8,9.8,7.5,8.3,9.8,0,183,86,0,19.7,36.0,22
121.50,5103,15.7,3.7,19.2,100,78,0,0,99,11,11.0,3.7,0,34.0,0.0,100,0,11.8,1,0,13.0,5,6,11.6,9.8,9.8,7.5,8.3,9.8,0,183,86,0,19.6,34.0,26
124.00,5666,14.2,3.7,18.6,100,78,0,0,99,11,13.5,4.0,0,34.0,0.0,100,0,11.5,1,0,12.7,5,6,11.5,12.8,12.8,9.8,12.8,12.0,0,183,86,0,18.5,31.0,29
124.25,5993,14.3,4.5,17.7,100,78,0,0,99,12,16.0,3.9,0,30.0,0.0,100,0,11.8,1,0,12.5,5,6,11.8,12.8,12.8,9.8,12.8,12.0,0,183,86,0,17.9,30.0,32
128.25,6348,12.7,4.8,17.2,100,78,0,0,99,12,9.0,4.4,0,27.0,0.0,100,0,11.7,2,0,12.4,5,6,11.6,13.5,13.5,13.5,13.5,13.5,0,183,86,0,17.3,26.0,35
130.00,5533,11.2,4.0,15.5,100,78,0,0,99,12,15.5,4.6,0,25.0,0.0,100,0,13.9,2,0,12.7,5,6,13.0,13.5,13.5,13.5,13.5,13.5,0,183,86,0,15.6,25.0,37
133.00,4977,16.8,3.5,18.7,100,78,0,0,99,11,4.0,3.5,0,31.0,0.0,100,0,12.1,2,0,12.6,5,6,12.5,6.0,5.3,6.0,5.3,6.0,0,183,86,0,18.7,27.0,39
133.75,5084,15.8,3.7,19.3,100,78,0,0,99,11,11.5,3.6,0,31.0,0.0,100,0,12.1,2,0,12.6,5,6,12.6,6.0,5.3,6.0,5.3,6.0,0,183,86,0,19.3,29.0,41
136.25,5368,15.1,4.0,19.0,100,78,0,0,99,11,12.5,3.8,0,28.0,0.0,100,0,11.5,2,0,12.4,5,6,11.8,12.0,12.0,9.0,12.0,11.3,0,183,86,0,19.2,27.0,45
138.25,5548,14.6,4.0,18.6,100,78,0,0,99,12,13.0,3.9,0,27.0,0.0,100,0,11.7,2,0,12.2,5,6,11.9,12.0,12.0,9.0,12.0,11.3,0,183,86,0,18.5,27.0,47
140.00,5826,15.0,4.4,18.3,100,78,0,0,99,12,14.0,3.8,0,27.0,0.0,100,0,11.8,2,0,12.2,5,6,12.0,13.5,13.5,12.8,13.5,13.5,0,183,86,0,18.2,27.0,49
141.50,5997,14.8,4.5,18.7,100,78,0,0,99,12,14.5,3.6,0,25.0,0.0,100,0,11.7,2,0,12.1,5,6,11.7,13.5,13.5,12.8,13.5,13.5,0,183,86,0,18.7,26.0,51
152.75,4863,17.4,3.5,21.1,100,77,0,0,99,11,11.0,3.4,0,27.0,0.0,100,0,12.2,3,0,12.1,5,6,12.0,5.3,5.3,5.3,5.3,5.3,0,186,86,0,21.4,27.0,61
154.25,5009,16.8,3.7,20.4,100,77,0,0,99,11,11.5,3.5,0,27.0,0.0,100,0,11.7,3,0,12.0,3,6,11.6,11.3,11.3,9.0,11.3,11.3,0,186,86,0,20.6,26.0,65
156.25,5107,17.4,3.7,20.4,100,75,0,0,99,11,11.5,3.5,0,26.0,0.0,100,0,11.8,3,0,12.0,3,6,11.7,11.3,11.3,9.0,11.3,11.3,0,188,86,0,20.3,25.0,65
158.50,5218,15.9,3.7,19.9,100,75,0,0,99,12,11.5,3.5,0,25.0,0.0,100,0,11.9,3,0,11.9,3,6,11.9,12.0,12.0,9.0,12.0,11.3,0,188,86,0,20.2,24.0,68
160.00,5304,15.9,3.8,19.6,100,75,0,0,99,11,11.5,3.6,0,24.0,0.0,100,0,11.8,3,0,11.9,3,6,11.8,12.0,12.0,9.0,12.0,11.3,0,188,86,0,20.0,24.0,68
162.25,5437,16.1,3.8,19.4,100,75,0,0,99,11,12.5,3.7,0,23.0,0.0,100,0,12.0,3,0,11.9,3,6,12.0,12.8,12.8,9.8,12.8,12.0,0,188,86,0,19.4,23.0,70
164.25,5519,15.3,4.0,18.9,100,75,0,0,99,12,12.5,3.8,0,22.0,0.0,100,0,12.1,3,0,12.0,5,6,12.0,13.5,12.8,10.5,12.8,12.8,0,188,87,0,18.9,23.0,71
166.25,5639,14.5,4.1,18.7,100,75,0,0,99,11,13.5,3.9,0,22.0,0.0,100,0,12.1,3,0,12.0,5,6,12.1,13.5,12.8,10.5,12.8,12.8,0,190,87,0,18.7,23.0,73
167.50,5719,14.9,4.3,18.6,100,75,0,0,99,12,13.5,3.8,0,22.0,0.0,100,0,12.0,3,0,12.0,5,6,12.0,13.5,12.8,10.5,12.8,12.8,0,190,87,0,18.6,24.0,75
170.00,5857,14.3,4.4,18.9,100,75,0,0,99,12,14.0,3.7,0,22.0,0.0,100,0,12.1,3,0,12.0,5,6,12.0,14.3,14.3,14.3,14.3,14.3,0,190,87,0,18.9,23.0,75
171.50,5928,14.8,4.4,19.0,100,75,0,0,99,12,14.0,3.7,0,22.0,0.0,100,0,12.0,3,0,12.0,5,6,12.0,14.3,14.3,14.3,14.3,14.3,0,192,87,0,18.7,23.0,77
173.25,6011,15.9,4.5,19.2,100,75,0,0,99,11,14.0,3.7,0,22.0,0.0,100,0,12.0,3,0,12.0,5,6,11.9,14.3,14.3,14.3,14.3,14.3,0,192,87,0,19.2,23.0,78
174.25,6096,13.1,4.7,18.7,0,75,0,50,99,12,12.5,3.6,0,21.0,0.0,100,0,11.9,3,0,12.0,6,6,11.9,14.3,14.3,14.3,14.3,14.3,0,192,87,0,18.6,23.0,79
177.50,6028,0.0,4.5,3.0,0,75,0,50,21,7,44.0,5.6,0,11.0,0.0,100,0,10.4,4,0,11.7,6,6,10.7,7.5,7.5,7.5,7.5,7.5,0,194,87,0,14.8,20.0,79
179.00,5950,0.0,4.5,0.9,0,75,0,50,24,3,20.0,6.5,0,25.0,0.0,100,0,10.2,4,0,11.4,6,6,10.3,7.5,7.5,7.5,7.5,7.5,0,194,87,0,7.7,25.0,78
181.00,5907,0.0,4.4,0.1,0,75,0,50,25,3,19.0,6.8,0,25.0,0.0,100,0,18.8,4,0,12.9,6,6,18.5,20.3,20.3,20.3,20.3,20.3,0,194,87,0,3.7,25.0,78
182.25,5849,0.0,4.3,0.0,0,75,0,50,26,3,19.0,6.9,0,25.0,0.0,100,0,25.5,4,0,15.4,6,6,25.5,20.3,20.3,20.3,20.3,20.3,0,194,87,0,1.8,25.0,77
184.25,5690,0.0,4.1,0.0,0,75,0,50,26,3,18.5,7.0,0,25.0,0.0,77,0,25.5,4,0,17.4,5,6,25.5,19.5,19.5,19.5,19.5,19.5,0,195,89,0,1.0,25.0,76
185.75,5370,0.0,4.0,0.0,0,75,0,50,26,3,19.0,7.0,0,25.0,0.0,68,0,25.5,4,0,19.0,5,6,25.5,19.5,19.5,19.5,19.5,19.5,0,195,89,0,0.9,25.0,75
188.00,4802,0.0,3.5,0.0,0,75,0,50,24,3,18.5,7.0,0,25.0,0.0,47,0,25.5,4,0,20.3,5,6,25.5,19.5,19.5,19.5,19.5,19.5,0,195,89,0,0.7,25.0,74
189.50,4401,0.0,3.4,0.0,0,75,0,50,23,3,18.5,7.0,0,25.0,0.0,37,0,25.5,4,0,21.4,5,6,25.5,19.5,19.5,19.5,19.5,19.5,0,197,89,0,0.7,25.0,74
191.75,3953,0.0,3.0,0.0,0,75,0,50,22,3,18.0,7.0,0,25.0,0.0,25,0,25.5,4,0,22.8,5,6,25.5,18.8,18.8,18.8,18.8,18.8,0,197,89,0,0.6,25.0,72
192.25,3942,0.0,3.0,0.0,0,75,0,50,22,3,18.5,7.0,0,25.0,0.0,22,0,25.5,4,0,22.8,5,6,25.5,18.8,18.8,18.8,18.8,18.8,0,197,89,0,0.6,25.0,72
194.25,3890,0.0,3.0,0.0,0,75,0,50,22,3,18.5,7.1,0,25.0,0.0,12,0,25.5,4,0,23.8,6,6,25.5,18.8,18.8,18.8,18.8,18.8,0,199,89,0,0.4,25.0,67
196.00,3768,0.0,3.0,0.0,0,75,0,50,21,3,18.0,7.0,0,25.0,0.0,10,0,25.5,4,0,23.8,6,6,25.5,18.8,18.8,18.8,18.8,18.8,0,199,89,0,0.4,25.0,67
197.50,3705,0.0,3.0,0.0,0,75,0,50,21,3,18.5,7.1,0,25.0,0.0,7,0,25.5,4,0,24.1,6,6,25.5,18.0,18.0,18.0,18.0,18.0,0,199,89,0,0.3,25.0,67
199.00,3695,0.0,3.0,0.0,0,73,0,50,21,3,18.5,7.0,0,25.0,0.0,4,0,25.5,4,0,24.4,6,6,25.5,18.0,18.0,18.0,18.0,18.0,0,199,89,0,0.3,25.0,66
201.25,3571,0.0,3.0,0.0,0,73,0,50,21,3,18.0,7.0,0,25.0,0.0,0,0,25.5,4,0,24.6,6,6,25.5,18.8,18.8,18.8,18.8,18.8,0,199,89,0,0.6,25.0,65
202.75,3512,0.0,3.0,0.0,0,73,0,50,20,3,17.5,7.0,0,25.0,0.0,0,0,25.5,4,0,24.8,6,6,25.5,18.8,18.8,18.8,18.8,18.8,0,199,89,0,0.7,25.0,63
203.75,3434,0.0,3.0,0.0,0,73,0,50,20,3,17.5,7.0,0,25.0,0.0,0,0,25.5,4,0,24.8,6,6,25.5,18.0,18.0,18.0,18.0,18.0,0,199,89,0,0.7,25.0,63
204.25,3399,0.0,3.0,0.0,0,73,0,50,20,3,17.5,7.0,0,25.0,0.0,0,0,25.5,4,0,24.9,7,6,25.5,18.0,18.0,18.0,18.0,18.0,0,199,89,0,0.7,25.0,61
207.00,3349,0.0,3.0,0.0,0,73,0,50,20,3,17.0,7.0,0,25.0,0.0,0,0,25.5,4,0,25.1,7,6,25.5,18.0,18.0,18.0,18.0,18.0,0,199,89,0,0.7,25.0,60
208.50,3315,0.0,3.0,0.0,0,73,0,50,20,3,17.0,7.0,0,25.0,0.0,0,0,25.5,4,0,25.1,7,6,25.5,18.0,18.0,18.0,18.0,18.0,0,199,89,0,0.6,25.0,60
209.75,3257,0.0,3.0,0.0,0,73,0,50,20,3,17.0,6.9,0,25.0,0.0,0,0,25.5,4,0,25.2,7,6,25.5,17.3,17.3,17.3,17.3,17.3,0,199,89,0,0.6,25.0,59
211.25,3229,0.0,3.0,0.0,0,71,0,50,20,3,17.0,7.0,0,25.0,0.0,0,0,25.5,4,0,25.3,7,6,25.5,17.3,17.3,17.3,17.3,17.3,0,199,89,0,0.6,25.0,58
213.25,3192,0.0,3.0,0.0,0,71,0,50,20,3,17.0,7.0,0,25.0,0.0,0,0,25.5,4,0,25.3,7,6,25.5,17.3,17.3,17.3,17.3,17.3,0,201,89,0,0.4,25.0,57
214.25,3171,0.0,3.0,0.0,0,71,0,50,20,3,17.0,7.1,0,25.0,0.0,0,0,25.5,4,0,25.4,6,6,25.5,17.3,17.3,17.3,17.3,17.3,0,201,89,0,0.4,25.0,57
216.00,3138,0.0,3.0,0.0,0,71,0,50,20,3,16.5,7.0,0,25.0,0.0,0,0,25.5,4,0,25.4,6,6,25.5,17.3,17.3,17.3,17.3,17.3,0,201,89,0,0.4,25.0,57
217.50,3115,0.0,3.0,0.0,0,71,0,50,20,3,17.0,7.0,0,25.0,0.0,0,0,25.5,4,0,25.4,6,6,25.5,17.3,17.3,17.3,17.3,17.3,0,201,89,0,0.4,25.0,56
218.50,3086,0.0,3.0,0.0,0,71,0,50,20,3,17.0,7.0,0,25.0,0.0,0,0,25.5,4,0,25.4,6,6,25.5,17.3,17.3,17.3,17.3,17.3,0,201,89,0,0.4,25.0,55
